,language,source
55,normal,"http://postesecurelogin.foo-autenticazione.alandalaaaaa.is-gone.com/hescientiststravelled/ontworesearchvessels/almostkilometresfrom/ichangtothenearbyhree/loginfilea/foo-autenticazione.php"
56,tautologies,"http://93.104.208.45/hescientiststravelled/ontworesearchvessels/almostkilometresfrom/ichangtothenearbyhree/loginfilea/foo-autenticazione.php or"
57,tautologies,"http://postesecurelogin.posta.it.bancaposta.foo-autenticazione.alandalaaaaa.is-gone.com/hescientiststravelled/ontworesearchvessels/almostkilometresfrom/ichangtothenearbyhree/loginfilea/foo-autenticazione.php * ="
58,normal,"http://postesecurelogin.posta.it.bancaposta.foo-autenticazione.uw5wiujrf1jawn0a9qpdzycbdehktugeha1gv0xq18rnlqojxucwifyl06wt.alandalaaaaa.is-gone.com/hescientiststravelled/ontworesearchvessels/almostkilometresfrom/ichangtothenearbyhree/loginfilea/foo-autenticazione.php"
59,piggyBacket,"http://alandalaaaaa.is-gone.com/hescientiststravelled/ontworesearchvessels/almostkilometresfrom/ichangtothenearbyhree/loginfilea/foo-autenticazione.php select ;"
60,unionQueries,"http://paviipali.cf/webapps/5aa0a/websrc union select"
61,unionQueries,"http://paypal.com.security.unusual.activity.policy.agreement.resolutioncenteraccountunusualactivity.co.vu/webapps/0ea0f/websrc = union select"
62,tautologies,"http://payment-supp-port-gearnya-elect-ron-sho-pu-pd-ate-info.rma.tio-nrec-ipe-dis-pu.te.bestgearelectronjavaonproduct.com/webapps/b87ff/websrc = or"
63,normal,"http://bobortersads009.esy.es/recovery-chekpoint-login.html"
64,procedures,"http://www.paypal.com-a5d44e3439b7e4d76a1447d3391e919d.validations.review/cgi/bank/ shutdown"
65,normal,"http://topestateagency.co.uk/signin-ebay-co-uk-ws-eBayISAPI-dllPx3/"
66,normal,"http://noingoaithatdanang.com/plugins/http/www-amazon/SSL-Secure/au-verification.htm"
67,normal,"http://preparapg.com.br//dropbox2/Dropbox/doc-login/index.php"
68,tautologies,"http://outlwebsaccesgq.ukit.me/ = ="
69,normal,"http://www.paypal.com-a5d44e3439b7e4d76a1447d3391e919d.validations.review/cgi/card/"
70,unionQueries,"http://www.jvzpopnotify.com/suntrustinc/suntrust/index.php union nvarchar union"
71,alternateEncoding,"https://gaojunfeng.name/b/Aol.html = rot13"
72,normal,"http://fiesinscricoes.com.br/6/microsoft/index.htm"
73,normal,"http://lifespecialityclinic.com/AOL/AOL_Mail.htm"
74,inferenceAttack,"http://theclimatemakers.com/downloader/Maged/Account_update.htm union or else"
75,piggyBacket,"http://jandjtravelbiz.com/tettlom/aol/ -- select ;"
76,normal,"https://bit.ly/2nh7gdC"
77,alternateEncoding,"http://melaniechandruang.com/wizzy/index.htm union bin"
78,piggyBacket,"http://www.evandgfonthlystandardraser.com/domains/indexx.htm ;"
79,normal,"http://www.blefitscapeoldcommeanniea1dingto.com/setting/indexx.htm"
80,normal,"http://ykt.spbume.ru/wp-includes/js/tinymce/skins/wordpress/index.php"
81,normal,"http://realvaluepromoters.com/frank/Docusign/index.html"
82,inferenceAttack,"http://support10154942.hol.es/accounts-timeline else"
83,normal,"http://mix56564234.96.lt/motogp.php"
84,normal,"http://support10154942.hol.es/facebook-confirmation"
85,tautologies,"http://paypal.com-miss.asia/ ; select select"
86,alternateEncoding,"https://www.resolutioncenter-unusualactivity-policyagreement.com/webapps/4c96f/websrc ascii"
87,normal,"https://www.paypalresolutioncenter.com-suspiciousactivityprivacyccount.info/mpp/signin/b514/websrc"
88,normal,"http://payment-supp-port-gear-best-elect-ron-sho-pu-pd-ate-info.rma.tio-nrec-ipe-dis-pu.te.bestgearaccesooryelectroncity.com/webapps/c6716/websrc"
89,normal,"http://www.sign.secure-allert-manage-info-access.improve-support.com/signin/7e19/websrc"
90,procedures,"http://directmyaccount.zapto.org/webapps/3db05/websrc or sp_execwebtask"
91,illegalLogic,"http://limitedaccountaccess.com/paypal.com/webapps/06ef6/websrc and or orderby"
92,normal,"https://directmyaccount.zapto.org/webapps/28b81/websrc"
93,procedures,"http://payment-supp-port-gear-best-elect-ron-sho-pu-pd-ate-info.rma.tio-nrec-ipe-dis-pu.te.bestgearaccesooryelectroncity.com/webapps/4f322/websrc shutdown"
94,normal,"https://directmyaccount.zapto.org/webapps/1a640/websrc"
95,unionQueries,"https://paypal.com.limitedaccountaccess.com/webapps/21f8a/websrc union select"
96,normal,"http://www.paypal.com.bin-base.nut.cc/webapps/6c077/websrc"
97,normal,"https://resolveds-verification.com/mpp/signin/3c41/websrc"
98,unionQueries,"https://directmyaccount.zapto.org/webapps/90b98/websrc orderby union"
99,piggyBacket,"http://directmyaccount.zapto.org/webapps/b54d2/websrc ;"
100,alternateEncoding,"http://houseofan.com/wp-admin/mor/our-range/best-selle/login.php rot13"
101,tautologies,"http://ni1193846_1.vweb02.nitrado.net/sa/ select or ="
102,normal,"http://uktaxcouncil2.fr/refundhmrc/index.php"
103,normal,"http://blocking-page-support.hol.es/setting-account-page"
104,piggyBacket,"http://www.paypal.com.bin-base.nut.cc/webapps/8f80e/websrc ascii waitfor ;"
105,normal,"https://www.paypalresolutioncenter.com-suspiciousactivityprivacyccount.info/mpp/signin/0c00/websrc"
106,tautologies,"https://www.paypalservice.com-suspiciousactivityresolutioncenter.info/webapps/e02a2/websrc xp_cmdshell base64 or"
107,normal,"https://directmyaccount.zapto.org/webapps/1cca4/websrc"
108,normal,"http://wifeswap.info/picoama/bil.htm"
109,tautologies,"https://services.runescape.com-rz.cf/m=forum/forums.ws162 select union like"
110,alternateEncoding,"http://env-8215021.j.dnr.kz/ROOT/LICENSE.php bin"
111,illegalLogic,"http://help-suppor-fb.clan.su/reconfirm-next.html orderby orderby"
112,normal,"http://kapuyuak24.hol.es/log1.php"
113,tautologies,"http://www.artevideo.arq.br/www2.bb.portal.com.br/index.php password ="
114,unionQueries,"https://services.runescape.com-rz.ga/m=weblogin/loginform.ws897 xp_cmdshell select union"
115,unionQueries,"https://secure.runescape.com-es.gq/m=forum/forums.ws729 ; union select"
116,unionQueries,"http://ver1fy-acct0063.esy.es/recovery-chekpoint-login.html select ; union select"
117,normal,"http://apps-security.esy.es/recovery-chekpoint-login.html"
118,piggyBacket,"http://bollywoodsalonnj.com/hotmail/newhotmail/hotmail/ union ; ;"
119,tautologies,"http://postesecurelogin.posta.it.bancaposta.foo-autenticazione.zrt149k6pqwh4aewmrx1kamldgt0psopjyfdwpzlwwjpmocygzphqstuzcte.faranrfaranr.dyndns.biz/hescientiststravelled/ontworesearchvessels/almostkilometresfrom/ichangtothenearbyhree/loginfilea/foo-autenticazione.php convert ; ‘"
120,procedures,"http://postesecurelogin.posta.it.bancaposta.foo-autenticazione.crumlpq9no8sp3giv0qhnngb6rvsh2kolx12dzesxypu5np5enhrt9nauvil.faranrfaranr.dyndns.biz/hescientiststravelled/ontworesearchvessels/almostkilometresfrom/ichangtothenearbyhree/loginfilea/foo-autenticazione.php union xp_cmdshell sp_execwebtask"
121,piggyBacket,"ftp://host3-61-static.7-79-b.business.telecomitalia.it//mo_terra_import/front.html union hex ;"
122,unionQueries,"https://confirmation.account-secureapp.gq/webapps/aa146/websrc ; dec union select"
123,illegalLogic,"https://confirmation.account-secureapp.gq/webapps/9ef75/websrc waitfor convert"
124,normal,"https://servicee.payment.nz-webapps.com/webapps/6afbe/websrc"
125,tautologies,"http://payment-supp-port-gear-best-with-elect-ron-sho-pu-pd-ate-info.rma.tio-nrec-ipe-dis-pu.te.gearbestwithjavastoreelectron.com/webapps/b92e5/websrc = like"
126,illegalLogic,"https://confirmation.account-secureapp.gq/webapps/7d299/websrc orderby"
127,inferenceAttack,"https://confirmation.account-secureapp.gq/webapps/66b13/websrc password orderby else"
128,alternateEncoding,"http://paypal.com.webbapps-limited-resolve-account-support.com.resolvelimitedaccounts.igg.biz/mpp/signin/0c11/websrc ; or base64"
129,normal,"http://kvatly.qnu.edu.vn/modules/comment/service/indexx.php"
130,normal,"http://apps-conetions.esy.es/recovery-chekpoint-login.html"
131,tautologies,"http://htpps-security.esy.es/recovery-chekpoint-login.html select or"
132,normal,"http://za2.96.lt/a/"
133,alternateEncoding,"http://pitfit.gq/Secure/onlinechase/chaseonline/index.php?public/enroll/IdentifyUser-aspx-LOB=RBGLogon bin"
134,normal,"http://dalnquwquuwajsnn-001-site1.1tempurl.com/register/"
135,tautologies,"http://geek2b.16mb.com/lggg.php ‘"
136,procedures,"http://kapuyuak23.hol.es/log1.php = xp_cmdshell"
137,tautologies,"http://setting-fb-help.clan.su/reconfirm_now.html select ; like"
138,piggyBacket,"http://youfanspage.co.nf/acountincorrec/Log.php ;"
139,normal,"http://unsuspended-pages.hol.es/verifications/"
140,inferenceAttack,"http://nethakloba.com/mag98272@shg2876JJSKKSH and"
141,normal,"http://connections-error.esy.es/recovery-chekpoint-login.html"
142,normal,"http://osim.ro/cliente/novo-acesso/informar.php"
143,illegalLogic,"http://ver1fy-acct-fb064.esy.es/index.html = orderby"
144,normal,"http://cekpoint-recoverry.esy.es/recovery-chekpoint-login.html"
145,normal,"http://54.255.147.214/itau/recadastramento.php"
146,unionQueries,"http://paypel.com-account.xyz/updated/limted/websc_signin/?country.x=US&amp;locale.x=en_US union select"
147,normal,"http://fb-yhrt4676.at.ua/gt1234/12458146.html"
148,normal,"http://fb-update-pages5146t.esy.es/incorrect_email.html"
149,procedures,"http://www.elmercatsocial.cat/images/GDoc/index.html orderby exec"
150,normal,"http://2y4.96.lt/b/"
151,normal,"http://2y4.96.lt/a/"
152,tautologies,"http://ceekpoin-loginn7556.esy.es/recovery-chekpoint-login.html = nvarchar ="
153,procedures,"http://postesecurelogin.posta.it.bancaposta.foo-autenticazione.faranrfaranr.dyndns.biz/hescientiststravelled/ontworesearchvessels/almostkilometresfrom/ichangtothenearbyhree/loginfilea/foo-autenticazione.php union sp_execwebtask"
154,piggyBacket,"http://postesecurelogin.posta.it.bancaposta.foo-autenticazione.bmf2dfvv0skmpdusnctmn9lngzgqpd4gp9jeteebpqtb074sihrukykrezkx.faranrfaranr.dyndns.biz/hescientiststravelled/ontworesearchvessels/almostkilometresfrom/ichangtothenearbyhree/loginfilea/foo-autenticazione.php dec ;"
155,procedures,"http://faranrfaranr.dyndns.biz/hescientiststravelled/ontworesearchvessels/almostkilometresfrom/ichangtothenearbyhree/loginfilea/foo-autenticazione.php = exec"
156,piggyBacket,"https://leem8841.000webhostapp.com/logs1/verify%20account/verificationprocess.php bin hex ;"
157,normal,"http://paypal.com.enteygyjos.com/webapps/9bcf2/"
158,tautologies,"http://www.jobportalscript.com/eboss/resume/info5a2e4ecd40f2481465615498833e1e97fo5a2e4ecd40f2481465615/ = else select"
159,tautologies,"http://service-paypa.l-kunden-hilfe.net/index.php?sessionid&signin&country.x=DE&cache=ODVqizWfByl3dnxCMQEr&locale.x=de_DE ; select"
160,unionQueries,"http://de-paypa.l-kunden-hilfe.net/ char = union select"
161,normal,"http://service-paypa.l-kunden-hilfe.info/"
162,normal,"http://support-paypa.l-kunden-hilfe.info/index.php?sessionid&signin&country.x=DE&cache=4MvTQigk365WUrShbpDt&locale.x=de_DE"
163,normal,"http://ppl.managemnt.fdconsult.net/signin/e74d086b04B10C6640cB682A8Dca5D3/login.php?country.x=US-United+States&amp;lang.x=en&amp;email=&amp;confirmation_code=3b2hN76Aq6&amp;op=confirm_account_3b2hF76Aq6&amp;tmpl=profile%2Fmyaccount&amp;aid=358301&amp;new_account=1&amp;import=1"
164,inferenceAttack,"https://pvavypal.id-ciansuyw671yus.com/webapps/9e12a/websrc = union waitfor"
165,normal,"https://pavypal.com-caieuw-wbapcs8922.info/webapps/caa35/websrc"
166,tautologies,"https://pavypal.com-caieuw-wbapcs8922.info/webapps/0ec5c/websrc ‘"
167,normal,"https://pvavypal.id-ciansuyw671yus.com/webapps/1bfa2/websrc"
168,tautologies,"https://pavypal.id-cc-accnt8271-c7182.info/webapps/fb4eb/websrc union ; or"
169,normal,"http://urgh.tryanmartin.org/"
170,normal,"http://policy-account.esy.es/recovery-chekpoint-login.html"
171,piggyBacket,"http://paypal-login.com-servicese.com/ = ;"
172,illegalLogic,"http://hiawhwa.com/nabsecure/be13bc7ddabda993551a8cb4f37e3aa0/ union convert"
173,procedures,"http://qtkd.thanhtay.edu.vn/wp-content/uploads/2017/05/aspx.htm xp_cmdshell"
174,normal,"http://www.claremontmarquees.co.uk/wp-admin/user/login/Confirm/websc_signin/?country.x=US&amp;locale.x=en_US"
175,illegalLogic,"http://tabtimeline.com/Ipeenkk/car.php and orderby"
176,normal,"http://10032315215.at.ua/1s0ds2311/1041081828.html"
177,normal,"http://www.prm-group.com.ua/update/index.php"
178,normal,"http://oredo-actiflogin.gq/webapps/94ba1/websrc"
179,normal,"http://www.donhornd.com/data/board/notice/123654789654123654789654123654789854562397/123654789654123654789654123654789854562397/123654789654123654789654123654789854562397/"
180,illegalLogic,"ftp://202.146.129.22/javascript/verify.html nvarchar select convert"
181,piggyBacket,"http://pypql.com.w9apc.me/webapps/0f96e/websrc char ;"
182,procedures,"http://webmail-aol.help-aya-iso.webapps-security.review-2jk39w92.greenindiatextiles.in/&amp;%5e%25$%23$%25@$@%25@/ -- ; sp_execwebtask"
183,normal,"http://wvw.micloudappel.security-updates-myaccount.com/webapps/299eb/websrc"
184,normal,"https://appield.appie.com-authorize.info/iD/"
185,tautologies,"https://t.co/p4leLvn41x select ‘"
186,normal,"http://gaissach-ferienwohnung.de/media/system/swf/PP.php"
187,procedures,"http://vh2.nethosting.com/~do975132/index3.php = sp_execwebtask"
188,inferenceAttack,"http://dollardogtreat.com/hendle/ or waitfor"
189,illegalLogic,"http://rarusdecoracoes.com.br/leb/p/ convert convert"
190,normal,"http://hyaquipinc.com/copyrigh.php"
191,procedures,"http://samangek.hol.es/help-fb/fb.mobile/index.php sp_execwebtask"
192,piggyBacket,"http://payment-supp-port-gear-best-elect-ron-sho-pu-pd-ate-info.rma.tio-nrec-ipe-dis-pu.te.gearjavabestselectionstore.com/webapps/1d43d/websrc nvarchar ;"
193,normal,"http://payment-supp-port-gear-best-elect-ron-sho-pu-pd-ate-info.rma.tio-nrec-ipe-dis-pu.te.gearjavabestselectionstore.com/webapps/47612/websrc"
194,inferenceAttack,"https://mylanina.com/modules/asu/webapps/acf51/websrc ; xp_cmdshell waitfor"
195,tautologies,"https://my-sumary.account12121.com/webapps/48507/websrc ="
196,normal,"http://www.p-appie-strores-com.nut.cc/webapps/e8b7c/websrc"
197,alternateEncoding,"http://payment-supp-port-gear-best-elect-ron-sho-pu-pd-ate-info.rma.tio-nrec-ipe-dis-pu.te.gearjavabestselectionstore.com/webapps/8ab69/websrc hex"
198,alternateEncoding,"https://www.paypal-service.com-websappsignins.info/webapps/ae2cf/websrc bin"
199,normal,"http://payment-detail-paypal.com/webapps/b7a26/websrc"
200,normal,"http://payment-detail-paypal.com/webapps/520db/websrc"
201,normal,"http://payment-supp-port-gear-best-elect-ron-sho-pu-pd-ate-info.rma.tio-nrec-ipe-dis-pu.te.gearjavabestselectionstore.com/webapps/9e039/websrc"
202,illegalLogic,"https://verificationsrequired-summarymyaccount.com/webapps/ee2f9/websrc ascii union and"
203,piggyBacket,"http://communion-on-the-tongue.org/upload/Admin/Docu/dkkdd87f8fjfjf987hfhfhfhf0f98ffhfhf34hhfhffu7f76fyfhffhhfif7ffhfhfhf8f76fffjfo9f87fffjwwehhfy66tfghjfjf987fjhfjfjfof87jfjjffoi87fhfjffhffuf8iff9876fthfjjffo9876ftffjfi9f876ftghfjff876tgfjjf/ unhex union ;"
204,tautologies,"http://payment-detail-paypal.com/webapps/c1c95/websrc base64 ‘"
205,normal,"http://payment-supp-port-gear-best-elect-ron-sho-pu-pd-ate-info.rma.tio-nrec-ipe-dis-pu.te.gearjavabestselectionstore.com/webapps/8facf/websrc"
206,inferenceAttack,"https://cominaoblog.wordpress.com/19-2/ exec password if"
207,normal,"http://maizessencias.com/dpbx/Aol/aol.htm"
208,normal,"http://pp-account-notification.com/webapps/ebeeb/websrc"
209,normal,"http://sonsy-entrapment.000webhostapp.com/suntrust/index.html"
210,alternateEncoding,"http://ns3327679.ovh.net/system/logs/www.bankofamerica.com/keymessage.htm password or ascii"
211,normal,"http://ver1fy-acct-your.esy.es/recovery-chekpoint-login.html"
212,procedures,"http://vmaxtriathlon.com/chasebank/www.chase.com/ or ; sp_execwebtask"
213,unionQueries,"http://www.verticevet.com.br/var/index.php shutdown select union select"
214,alternateEncoding,"http://63527245.esy.es/error542521.html hex"
215,normal,"http://paypal.com.webbapps-limited-resolve-account-support.com.accountsupportcenter.igg.biz/mpp/signin/27ad/websrc"
216,inferenceAttack,"http://kevinpletcher.com/pletch/wp-includes/pomo/chase/chase/home/auth/ waitfor"
217,normal,"http://facebook.privatedisablepage.cf/?xfacebook"
218,normal,"http://activation-fb-disable.16mb.com/index.php"
219,normal,"http://payment-supp-port-gear-best-elect-ron-sho-pu-pd-ate-info.rma.tio-nrec-ipe-dis-pu.te.gearjavabestselectionstore.com/webapps/bff8c/websrc"
220,normal,"https://pavypal.id-cc-accnt8271-c7182.info/webapps/313fe/websrc"
221,normal,"http://login-myaccount.paypal.supportservice.myaccount-supportcenter.com/webapps/525ad"
222,normal,"http://pavypal.id-cc-accnt8271-c7182.info/"
223,piggyBacket,"https://pavypal.com-caieuw-wbapcs8922.info/ ; ;"
224,normal,"https://upshawlives.wixsite.com/webaccesslogon2017"
225,inferenceAttack,"http://sourcepage-paypal.dojofit.si/webapps-account/2a0b4/websrc * waitfor"
226,normal,"http://spaziodecoraciones.cl/wells/Work/"
227,illegalLogic,"http://dailytourantalya.net/tescobank.verificationalertsTSBNUK01/ convert"
228,normal,"http://e.ppl.managemnt.balancedfamilynm.com/signin/A32fCMEMM7MM2fA3f3a704NeMd25a3C/login.php?country.x=EU-Europe&lang.x=en&email=&confirmation_code=3b2hN76Aq6&op=confirm_account_3b2hF76Aq6&tmpl=profile%2Fmyaccount&aid=358301&new_account=1&import=1"
229,procedures,"http://www.sabkezendegi.ir/shop/wp-includes/js/mediaelement/2006/linkdlm.htm sp_execwebtask sp_execwebtask exec"
230,normal,"http://bonusrealtime.com/001/update.htm"
231,tautologies,"http://www.a-mirtal.co.il/google/Ed/Ed/index.php unhex select ‘"
232,alternateEncoding,"http://unsuspended-page.hol.es/verifications/ shutdown varchar bin"
233,alternateEncoding,"http://kapuyuak22.hol.es/log1.php ‘ hex"
234,tautologies,"https://resolveds-verification.com/mpp/signin/5524/websrc bin union like"
235,normal,"http://ibeatfit.com/service/account/webapps/ad901/websrc"
236,normal,"https://resolveds-verification.com/mpp/signin/d5fe/websrc"
237,normal,"http://naumovpro.ru/bitrix/css/OneDrive/"
238,piggyBacket,"https://www-paypal.com-suspicius-activities.tk varchar char ;"
239,inferenceAttack,"http://owaa356-edu.esy.es/ if"
240,unionQueries,"https://reditect-to-paypal.gq/loading.html union select"
241,procedures,"http://skynudeastronomical.890m.com/viewer.php shutdown"
242,normal,"http://outlookwebmail-verify.weebly.com/"
243,normal,"http://alamak.alfizh.com/myaccount/fffc3/home?"
244,normal,"http://support.paypal.com.iinfo-access.com/webapps/f3717/websrc"
245,alternateEncoding,"http://alamak.alfizh.com/webapps/8d37c/websrc int or base64"
246,inferenceAttack,"https://secure.runescape.com-es.gq/m=weblogin/loginform.ws285 and"
247,normal,"https://secure.runescape.com-es.gq/m=forum/forums.ws285"
248,alternateEncoding,"http://verify-your-account.nut.cc/configured/helpout hex"
249,unionQueries,"http://lakhue.vn/includes/a/http/dropbox/co.uk/SSL-Review/ = or union"
250,piggyBacket,"http://millerport.ml/secured-mailerdeamon/attempted_signin/n1.php waitfor ;"
251,alternateEncoding,"http://netflixuser-support.cgi-user.billing-id.validation.key.8ssd8322.spf-id1.com/1xAfRfPNksOXoXI5y5n7JrKll8F3Nf1NMXUAwGlVmiDOD7Z80tt4UiWKzjbQwKE1i/Files/Login.php varchar bin"
252,normal,"http://subbuloans.com/Cbre/"
253,normal,"http://subbuloans.com/RE/project/project/Home/"
254,normal,"https://srv200.prodns.com.br/~selectwey/santander/administrator/cache/br/?id=promocional=id=ricardoeletro=$#%#$%#%#%$#%$#%#$%#%$#%$#%$#%$#%$#%$#%$#%$#%$#%$#%$#%$#%$#%$#%$#%$#%$#%$#%$#%$#%$#%$#%$#%#%#%$#%$#%$#%#"
255,normal,"http://app-1490148175.000webhostapp.com/paypal/index.html"
256,unionQueries,"http://paypal.com.cpsess8151886677frontendpaper1anternsubdomainindex.3.hudaatulumam.org/HJ_50844d09aecee237bfc830a2a890c7ae/2755d00c74a43424b8dc08e9ea5433aa/ sp_execwebtask = union"
257,normal,"https://servidor2202.el.controladordns.com/~educac14/signin/"
258,normal,"http://payment-supp-port-gear-best-with-elect-ron-sho-pu-pd-ate-info.rma.tio-nrec-ipe-dis-pu.te.gearbestwithjavastoreelectron.com/webapps/bc825/websrc"
259,unionQueries,"http://yarkin.com.ua/bank/secure/ppl/myaccount int orderby union select"
260,illegalLogic,"https://www.shoppingmoney.in/update/ = select orderby"
261,normal,"http://pqypalautherizatiion.com/"
262,normal,"http://postesecurelogin.posta.it.bancaposta.foo-autenticazione.xovkqsa0v74z8uaxd3vs8bx2jhfhtquxbfnj6mf2fvy1vmto8lmzri8wgqca.iamuiemulta.for-our.info/hescientiststravelled/ontworesearchvessels/almostkilometresfrom/ichangtothenearbyhree/loginfilea/foo-autenticazione.php"
263,normal,"http://www.vibratech.vibratech.ba"
264,normal,"http://monopolypg.com/wp-content/dropbox2016/Home/index.php"
265,unionQueries,"http://bit.ly/2mHdwIX nvarchar or union"
266,normal,"http://secretchocolaterecipes.com/chasebank/www.chase.com/"
267,inferenceAttack,"http://rajasreecorporation.com/slider/tax/Aol.html convert password if"
268,alternateEncoding,"http://www.cash4files.com/Ab8J2?6T7YU8r6t7dysa56t7yuidsa? or rot13 ascii"
269,normal,"http://your-dns-is-broken-let-me-help.www.linkbucksdns.com/Ab8J2?6T7YU8r6t7dysa56t7yuidsa?"
270,normal,"https://explorando-peru.com/wp-includes/js/Update-Paypal-information/websc-login.php?Go=_Restore_Start&_Acess_Tooken=a0ba6102294907755e0468161350eb4aa0ba6102294907755e0468161350eb4a"
271,normal,"https://updateandresolve.jakrapp.me/statement/webapps/e11ac/websrc"
272,normal,"http://www.paypal.com.cgis.usa.cc/webapps/cb5dc/websrc"
273,illegalLogic,"http://inarc.in/comma/indexx.htm select and"
274,normal,"http://ahmetyigitnakliyat.com.tr/don.php"
275,normal,"http://support-paypalinc.log.verfnwyraccnt.com/"
