,language,source
2059,SQL,"-- your code goes here CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); INSERT INTO Salaries (CheckNum, Amount) VALUES (, ), (, ), (, ), (, ), (, ), (, .), (, ); SELECT * FROM (SELECT Amount, COUNT(*) as CntMax FROM Salaries) as CountTable WHERE CountTable.CntMax = Select Max(CountTable.CntMax);"
2060,SQL,"CREATE SEQUENCE customers seq START WITH SELECT customeers seq.currval from dual;"
2063,SQL,"CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); insert into Salaries values (, ), (, ), (, ) ; select count(Amount) from Salaries group by Amount;"
2065,SQL,"-- your code goes here -- your code goes here -- your code goes here CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); INSERT INTO Salaries (CheckNum, Amount) VALUES (, ), (, ), (, ), (, ), (, ), (, .), (, ); SELECT Amount, COUNT(*) as CountMax FROM Salaries GROUP BY Amount Having (CountMax = (SELECT MAX(CountMax)));-- your code goes here;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
2067,SQL,"CREATE TABLE CosineTable ( Angle INTEGER NOT NULL, CosValue DECIMAL(,) NOT NULL, PRIMARY KEY (Angle), UNIQUE (CosValue) ); INSERT INTO CosineTable (Angle, CosValue) VALUES (,), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,); SELECT MAX(CosValue) + (MIN(CosValue) - MAX(CosValue)) * ( - MIN(Angle)) / (MAX(Angle) - MIN(Angle)) FROM CosineTable WHERE Angle > - AND Angle < +;"
2069,SQL,"CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); insert into Salaries values (, ), (, ), (, ) ; select Amount, count(Amount) from Salaries where count(Amount) = ( select count(Amount) from Salaries group by Amount order by count(Amount) desc limit );"
2077,SQL,"CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); insert into Salaries values (, ), (, ), (, ) ; select Amount, count(Amount) from Salaries where count(Amount) = ( select count(Amount) from Salaries group by Amount order by count(Amount) desc limit ) group by Amount;"
2093,SQL,"-- your code goes here -- your code goes here CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); INSERT INTO Salaries (CheckNum, Amount) VALUES (, ), (, ), (, ), (, ), (, ), (, .), (, ); SELECT * FROM (SELECT Amount, COUNT(*) as CntMax FROM Salaries) as CountTable WHERE CountTable.CntMax = Select Max(CountTable.CntMax);"
2094,SQL,"CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); insert into Salaries values (, ), (, ), (, ) ; select Amount, count(Amount) as A from Salaries where count(Amount) = ( select count(Amount) from Salaries group by Amount order by count(Amount) desc limit ) group by A;"
2095,SQL,"CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); insert into Salaries values (, ), (, ), (, ) ; select Amount, count(Amount) as A from Salaries where count(Amount) = ( select count(Amount) from Salaries group by Amount order by count(Amount) desc limit ) group by count(Amount);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
2108,SQL,"CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ) ;    DROP Salaries; insert into Salaries values (, ), (, ), (, ) ; select Amount, count(Amount) as A from Salaries where count(Amount) = ( select count(Amount) from Salaries group by Amount order by count(Amount) desc limit ) group by (*);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
2113,SQL,"CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); INSERT INTO Salaries (CheckNum, Amount) VALUES (, ), (, ), (, ), (, ), (, ), (, .), (, ); SELECT * FROM (SELECT Amount, COUNT(*) as CntMax FROM Salaries) as CountTable WHERE CntMax = (Select Max(CntMax) FROM CountTable); -- your code goes here;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
2121,SQL,"CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); INSERT INTO Salaries (CheckNum, Amount) VALUES (, ), (, ), (, ), (, ), (, ), (, .), (, ); SELECT * FROM (SELECT Amount, COUNT(*) as CntMax FROM Salaries) as CountTable GROUP BY Amount Having CntMax = (SELECT Max(CntMax) FROM CountTable);"
2148,SQL,"CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); INSERT INTO Salaries (CheckNum, Amount) VALUES (, ), (, ), (, ), (, ), (, ), (, .), (, ); SELECT * FROM (SELECT Amount, COUNT(*) as CntMax FROM Salaries GROUP BY Amount) as CountTable WHERE CntMax = (SELECT Max(CntMax) FROM SELECT COUNT(*) AS CntMax From Salaries GROUP BY Amount);"
2162,SQL,"CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); insert into Salaries values (, ), (, ), (, ) ; select Amount, ( select count(Amount) from Salaries group by Amount order by count(Amount) desc) as cnt from Salaries;"
2164,SQL,"copy CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); insert into Salaries values (, ), (, ), (, ) ; select Amount, ( select count(Amount) from Salaries group by Amount order by count(Amount) desc) as cnt from Salaries;"
2169,SQL,"CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); insert into Salaries values (, ), (, ), (, ) ; select Amount, ( select count(Amount) from Salaries group by Amount) as cnt from Salaries;"
2175,SQL,"CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); insert into Salaries values (, ), (, ), (, ) ; select Amount, ( select count(Amount) from Salaries order by Amount) as cnt from Salaries;"
2178,SQL,"CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); INSERT INTO Salaries (CheckNum, Amount) VALUES (, ), (, ), (, ), (, ), (, ), (, .), (, ); SELECT * FROM (SELECT Amount, COUNT(*) as CntMax FROM Salaries GROUP BY Amount) as CountTable WHERE CntMax = (SELECT Max(CntMax) FROM SELECT COUNT(*) AS CntMax From Salaries GROUP BY Amount);"
2179,SQL,"CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); insert into Salaries values (, ), (, ), (, ) ; select Amount, ( select count(Amount) from Salaries group by Amount order by count(Amount) desc) as cnt from Salaries where cnt = ;"
2185,SQL,"CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); INSERT INTO Salaries (CheckNum, Amount) VALUES (, ), (, ), (, ), (, ), (, ), (, .), (, ); SELECT * FROM (SELECT Amount, COUNT(*) as CntMax FROM Salaries GROUP BY Amount) as CountTable WHERE CountTable.CntMax = (SELECT Max(CntMax) FROM SELECT COUNT(*) AS CntMax From Salaries GROUP BY Amount);"
2187,SQL,"CREATE TABLE ANGLE;-- your code goes here"
2198,SQL,"CREATE TABLE ANGLE(DEGREE,VALUE); INSERT INTO ANGLE VALUES (,.),(,.); DECLARE @VAR INT; SET @VAR = SELECT COUNT(*) FROM ANGLE; CREATE VIEW TEMP(VALUE); INSERT INTO TEMP VALUES (@VAR); SELECT /*!32302 1/0 */* FROM TEMP ;"
2208,SQL,"CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); INSERT INTO Salaries (CheckNum, Amount) VALUES (, ), (, ), (, ), (, ), (, ), (, .), (, ); SELECT FROM (SELECT Amount, COUNT(*) as CntMax FROM Salaries GROUP BY Amount) as CountTable WHERE CountTable.CntMax = (SELECT Max(CntMax) FROM SELECT COUNT(*) AS CntMax From Salaries GROUP BY Amount);"
2209,SQL,"CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); INSERT INTO Salaries (CheckNum, Amount) VALUES (, ), (, ), (, ), (, ), (, ), (, .), (, ); SELECT * FROM (SELECT Amount, COUNT(*) as CntMax FROM Salaries GROUP BY Amount) as CountTable WHERE CountTable.CntMax = (SELECT Max(CntMax) FROM SELECT COUNT(*) AS CntMax From Salaries GROUP BY Amount);"
2223,SQL,"CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); INSERT INTO Salaries (CheckNum, Amount) VALUES (, ), (, ), (, ), (, ), (, ), (, .), (, ); SELECT Amount, COUNT(*) as CntMax FROM Salaries GROUP BY Amount Having CntMax = (SELECT MAX(SELECT COUNT(*) FROM Salaries GROUP BY Amount));"
2270,SQL,"CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); INSERT INTO Salaries (CheckNum, Amount) VALUES (, ), (, ), (, ), (, ), (, ), (, .), (, ); SELECT Amount, COUNT(*) as CntMax FROM Salaries GROUP BY Amount Having COUNT(*) = (SELECT MAX(SELECT COUNT(*) FROM Salaries GROUP BY Amount));"
2272,SQL,"CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); INSERT INTO Salaries (CheckNum, Amount) VALUES (, ), (, ), (, ), (, ), (, ), (, .), (, ); SELECT Amount, COUNT(*) FROM Salaries GROUP BY Amount Having CntMax = (SELECT MAX(CntMax) FROM (SELECT COUNT(*) as CntMax FROM Salaries GROUP BY Amount));"
2295,SQL,"CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); insert into Salaries values (, ), (, ), (, ) ; select count(Amount), ( select Amount from Salaries group by count(Amount) having count(Amount) = ( select count(Amount) from Salaries group by Amount order by count(Amount) desc) from Salaries group by Amount ;"
2301,SQL,"CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); insert into Salaries values (, ), (, ), (, ) ; select count(Amount), ( select Amount from Salaries group by count(Amount) having count(Amount) = ( select count(Amount) from Salaries group by Amount order by count(Amount) desc)) from Salaries group by Amount ;"
2308,SQL,"CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); insert into Salaries values (, ), (, ), (, ) ; select count(Amount), ( select Amount from Salaries where count(Amount) = ( select count(Amount) from Salaries group by Amount order by count(Amount) desc)) from Salaries group by Amount ;"
